OTFname,rheology,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2,OTF_min,OTF_max,MOR1_min,MOR1_max,MOR2_min,MOR2_max
Pitman,hsc,0.4,0.5,0.4,-0.4,0.1,0.1,0.0,0.2,0.4,-0.1,0.8,-0.6,0.1,-0.3,0.5
Pitman,isov,1.1,0.9,0.7,0.3,0.7,0.7,0.5,0.8,0.9,0.8,1.4,0.1,0.7,0.4,1.0
Pitman,disl,0.9,0.9,0.7,0.1,0.5,0.6,0.4,0.6,0.8,0.6,1.3,-0.1,0.5,0.2,0.9
Pitman,vp,0.8,1.0,0.7,0.1,0.5,0.6,0.4,0.6,0.8,0.5,1.3,-0.1,0.5,0.2,0.9
Pitman,vep,0.8,1.0,0.7,0.1,0.5,0.6,0.4,0.6,0.8,0.4,1.3,-0.1,0.5,0.2,0.9
