OTFname,rheology,RMBAshift,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2
Oceanographer,hsc,13,1.6,9.0,-2.1,3.4,0.4,6.4,7.3,4.6,2.7
Oceanographer,isov,13,-10.8,5.8,-7.3,-7.8,-11.2,-5.6,1.3,-7.1,-4.7
Oceanographer,disl,13,-2.5,10.4,-2.9,2.3,-1.4,3.8,8.3,2.2,1.8
Oceanographer,vp,13,1.8,9.8,-5.2,3.1,-1.4,6.7,8.2,4.3,0.5
Oceanographer,vep_old,13,0.7,-4.8,-17.8,-3.1,-8.2,3.1,-2.4,-0.1,-10.3
