OTFname,rheology,RMBAshift,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2
Clipperton,hsc,35,-0.3,-12.0,8.3,-3.3,14.4,-3.8,-16.6,11.0,13.4
Clipperton,isov,35,-6.3,-12.7,7.4,-5.9,12.0,-6.6,-17.9,7.6,12.2
Clipperton,disl,35,-3.5,-12.3,7.7,-4.1,13.8,-4.3,-16.8,9.8,13.4
Clipperton,vp,35,-0.9,-13.1,6.9,-4.1,13.9,-3.8,-17.1,10.6,13.1
Clipperton,vep,35,-0.6,-13.1,6.9,-4.0,13.9,-3.7,-17.1,10.7,13.1
