OTFname,rheology,RMBAshift,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2
ChileRidge,hsc,-2,-0.1,0.6,-4.2,8.3,2.0,4.6,8.4,-1.4,-0.9
ChileRidge,isov,-2,-5.2,0.8,-4.0,4.6,-1.6,0.6,7.0,-5.4,-2.6
ChileRidge,disl,-2,-2.5,1.6,-3.7,8.1,1.9,3.8,9.0,-2.0,-0.8
ChileRidge,vp,-2,0.3,0.7,-5.1,8.3,1.9,5.1,8.8,-0.8,-1.3
ChileRidge,vep,-2,0.4,0.7,-5.1,8.3,1.9,5.1,8.7,-0.8,-1.3
