OTFname,rheology,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2,OTF_min,OTF_max,MOR1_min,MOR1_max,MOR2_min,MOR2_max
SEIR88,hsc,-0.3,-0.1,0.1,-0.3,-0.0,0.3,-0.5,0.0,0.5,-1.9,1.8,-1.3,0.4,-0.7,0.5
SEIR88,isov,-0.1,0.0,0.1,-0.3,0.0,0.3,-0.6,0.0,0.5,-1.6,1.7,-1.2,0.4,-0.7,0.4
SEIR88,disl,-0.2,-0.0,0.1,-0.3,-0.0,0.3,-0.6,0.0,0.5,-1.7,1.8,-1.2,0.3,-0.8,0.4
SEIR88,vp,-0.2,0.0,0.2,-0.3,-0.0,0.3,-0.6,0.0,0.5,-1.9,1.9,-1.2,0.3,-0.7,0.4
SEIR88,vep,-0.2,0.0,0.2,-0.3,-0.0,0.3,-0.6,0.0,0.5,-1.8,1.9,-1.2,0.3,-0.7,0.4
