OTFname,rheology,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2,OTF_min,OTF_max,MOR1_min,MOR1_max,MOR2_min,MOR2_max
Marion,hsc,1.2,0.1,1.1,-1.5,0.6,-1.6,-0.5,1.3,1.7,-3.3,3.0,-3.0,0.2,-0.6,1.9
Marion,isov,1.6,0.1,1.2,-0.5,1.6,-1.0,-0.2,1.9,2.1,-2.7,3.2,-1.7,0.6,0.4,2.8
Marion,disl,1.6,-0.0,1.1,-1.2,1.0,-1.4,-0.5,1.6,1.8,-2.7,3.2,-2.5,0.2,-0.2,2.2
Marion,vp,1.2,0.2,1.3,-1.2,1.0,-1.6,-0.4,1.4,1.9,-3.6,2.8,-2.5,0.2,-0.2,2.2
Marion,vep,1.2,0.2,1.3,-1.2,1.0,-1.6,-0.4,1.4,1.9,-3.6,2.8,-2.5,0.2,-0.2,2.2
