OTFname,rheology,mean_thermal,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2
Clipperton,hsc,-23.6,-6.4,4.2,-30.2,-25.7,-28.3,-20.3,-25.5,-13.1
Clipperton,isov,-17.7,-5.7,5.2,-27.6,-23.3,-25.4,-19.0,-22.1,-11.8
Clipperton,disl,-20.4,-6.1,4.8,-29.4,-25.2,-27.7,-20.1,-24.3,-13.0
Clipperton,vp,-23.2,-5.6,4.5,-29.6,-25.5,-28.4,-19.9,-25.3,-13.2
