-112.32	-13.38	0	-42.2696114116
-112.31082046	-13.3809851613	0.999223732732	-43.0392830815
-112.301640814	-13.3819699948	1.9984508027	-43.4889163887
-112.292461064	-13.3829545002	2.99768116075	-43.5899319028
-112.28328121	-13.3839386776	3.99691475774	-43.4601398128
-112.274101252	-13.3849225269	4.99615154454	-43.2262162297
-112.26492119	-13.385906048	5.99539147199	-43.0434538309
-112.255741026	-13.3868892407	6.99463449094	-43.0307602111
-112.24656076	-13.3878721051	7.99388055226	-43.1910717786
-112.237380392	-13.3888546411	8.99312960678	-43.5613171908
-112.228199923	-13.3898368485	9.99238160537	-43.8223355916
-112.219019352	-13.3908187273	10.9916364989	-43.9657027729
-112.209838681	-13.3918002774	11.9908942381	-43.8360152228
-112.200657911	-13.3927814987	12.990154774	-43.5794952545
-112.191477041	-13.3937623912	13.9894180573	-43.4085526889
-112.182296071	-13.3947429548	14.9886840389	-43.4378956048
-112.173115004	-13.3957231894	15.9879526697	-43.8656229434
-112.163933838	-13.3967030949	16.9872239005	-44.3980924819
-112.154752575	-13.3976826712	17.9864976821	-44.930895467
-112.145571214	-13.3986619183	18.9857739653	-45.1879347238
-112.136389757	-13.3996408361	19.9850527011	-45.1279609916
-112.127208204	-13.4006194244	20.9843338403	-44.9986266304
-112.118026555	-13.4015976833	21.9836173337	-44.8944593136
-112.108844811	-13.4025756127	22.9829031321	-45.143865218
-112.099662972	-13.4035532124	23.9821911864	-45.5543760035
-112.090481038	-13.4045304824	24.9814814474	-45.9875953637
-112.081299011	-13.4055074226	25.980773866	-46.237064899
-112.072116891	-13.406484033	26.9800683929	-46.1804218
-112.062934677	-13.4074603134	27.9793649792	-45.914518144
-112.053752372	-13.4084362638	28.9786635755	-45.4448178637
-112.044569974	-13.4094118841	29.9779641327	-44.9106774873
-112.035387485	-13.4103871742	30.9772666016	-44.3315212399
-112.026204905	-13.4113621341	31.9765709332	-43.7909304907
-112.017022234	-13.4123367636	32.9758770781	-43.3546091964
-112.007839473	-13.4133110628	33.9751849873	-43.143885046
-111.998656623	-13.4142850314	34.9744946116	-43.217528793
-111.989473683	-13.4152586695	35.9738059018	-43.6770016517
-111.980290655	-13.4162319769	36.9731188087	-44.3200136403
-111.971107538	-13.4172049537	37.9724332832	-45.10496999
-111.961924334	-13.4181775996	38.9717492761	-45.610836745
-111.952741043	-13.4191499147	39.9710667383	-45.8090494433
-111.943557665	-13.4201218988	40.9703856205	-45.6734661866
-111.9343742	-13.4210935519	41.9697058737	-45.2516939021
-111.92519065	-13.4220648739	42.9690274485	-44.6262510723
-111.916007015	-13.4230358647	43.968350296	-43.8807450563
-111.906823294	-13.4240065242	44.9676743668	-43.1127133872
-111.897639489	-13.4249768525	45.9669996118	-42.4938949582
-111.8884556	-13.4259468493	46.9663259819	-42.1090290657
-111.879271628	-13.4269165146	47.9656534279	-41.8026255953
-111.870087573	-13.4278858484	48.9649819005	-41.5111388784
-111.860903435	-13.4288548505	49.9643113507	-41.2386573995
-111.851719215	-13.429823521	50.9636417292	-40.9853423797
-111.842534913	-13.4307918596	51.9629729869	-40.8028819791
-111.83335053	-13.4317598664	52.9623050747	-40.6589650177
-111.824166067	-13.4327275412	53.9616379432	-40.4844129873
-111.814981524	-13.4336948841	54.9609715434	-40.2924327815
-111.8057969	-13.4346618948	55.9603058261	-40.0682258937
-111.796612198	-13.4356285734	56.9596407421	-39.8340438043
-111.787427417	-13.4365949197	57.9589762423	-39.5625532816
-111.778242557	-13.4375609337	58.9583122774	-39.422207892
-111.76905762	-13.4385266153	59.9576487983	-39.4127095724
-111.759872605	-13.4394919645	60.9569857558	-39.6562376735
-111.750687513	-13.4404569811	61.9563231007	-40.10783075
-111.741502345	-13.441421665	62.9556607839	-40.7561730811
-111.732317101	-13.4423860163	63.9549987562	-41.4837833468
-111.723131782	-13.4433500348	64.9543369684	-42.1994428774
-111.713946388	-13.4443137205	65.9536753713	-42.759205527
-111.704760919	-13.4452770733	66.9530139158	-43.1236820761
-111.695575376	-13.446240093	67.9523525527	-43.1885646842
-111.686389759	-13.4472027797	68.9516912327	-42.9613938762
-111.677204069	-13.4481651332	69.9510299068	-42.4489825605
-111.668018307	-13.4491271536	70.9503685258	-41.7132677101
-111.658832472	-13.4500888406	71.9497070404	-40.9154879798
-111.649646566	-13.4510501942	72.9490454015	-40.1616188518
-111.640460589	-13.4520112145	73.94838356	-39.6358244706
-111.63127454	-13.4529719012	74.9477214666	-39.3442155249
-111.622088422	-13.4539322543	75.9470590722	-39.351148018
-111.612902234	-13.4548922737	76.9463963276	-39.5200298791
-111.603715976	-13.4558519594	77.9457331836	-39.8336598402
-111.594529649	-13.4568113113	78.945069591	-39.9931684852
-111.585343254	-13.4577703293	79.9444055008	-39.9545238765
-111.576156792	-13.4587290134	80.9437408636	-39.4475875172
-111.566970261	-13.4596873634	81.9430756303	-38.5728840692
-111.557783664	-13.4606453793	82.9424097518	-37.4037713778
-111.548597	-13.461603061	83.9417431789	-36.1866556076
-111.53941027	-13.4625604085	84.9410758624	-35.1065312972
-111.530223475	-13.4635174216	85.9404077531	-34.3091185708
-111.521036614	-13.4644741003	86.9397388018	-33.8377796101
-111.511849689	-13.4654304446	87.9390689595	-33.7336519449
-111.5026627	-13.4663864543	88.9383981768	-34.0001009319
-111.493475647	-13.4673421293	89.9377264047	-34.5590647385
-111.48428853	-13.4682974697	90.9370535939	-35.322872442
-111.475101351	-13.4692524753	91.9363796953	-36.0189341016
-111.46591411	-13.4702071461	92.9357046597	-36.6234402883
