OTFname,rheology,mean_thermal,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2
Kane,hsc,91,-9.7,-10.5,-6.5,-33.3,-37.7,-25.3,-22.9,-27.8,-23.5
Kane,isov,91,-1.6,-9.6,-7.0,-21.5,-27.0,-15.1,-17.7,-17.1,-19.3
Kane,disl,91,-5.1,-12.4,-10.2,-30.8,-36.5,-22.3,-22.9,-24.5,-25.8
Kane,vp,91,-15.3,-8.5,-5.4,-29.7,-35.9,-26.8,-19.7,-28.6,-22.4
