OTFname,rheology,mean_thermal,OTF,FZ1,FZ2,MOR1,MOR2,IC1,OC1,IC2,OC2
Vlamingh,hsc,44,1.9,8.3,2.4,-18.3,-19.3,-9.8,-8.0,-11.0,-10.2
Vlamingh,isov,44,9.3,5.8,1.7,-14.5,-15.6,-3.8,-6.7,-5.6,-8.3
Vlamingh,disl,44,5.6,6.0,1.6,-18.1,-19.0,-8.1,-8.8,-9.6,-10.4
Vlamingh,vp,44,0.8,7.9,3.8,-18.1,-19.0,-9.9,-8.0,-11.1,-9.4
Vlamingh,vep,44,0.8,7.9,3.8,-18.1,-19.0,-9.9,-7.9,-11.1,-9.4
